person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Eftimia Albu,eftimiaalbu,eftimiaalbu@zzup.ro,4770516168037,2019-12-17,"Soseaua Popa Nr. 54, Mangalia, 186124",0744 115 038,0d:fe:66:6f:54:14,158.182.202.57,RO08ZIVM6660056320829397,2025-04-15 08:49:19,5618,697,505,1030994,e9c5abfd-2f31-4399-aa51-f31bbe05cd87
Marin Florea,marinflorea,marinflorea@zzup.ro,5351101278781,1964-06-06,"Strada Albu Nr. 82, Peris, 889571",0250 032 049,f6:f5:08:fc:a5:6f,76.87.164.192,RO35RNXD0670571843766613,2025-04-15 08:49:19,12631,592,274,671531,70b2f82a-cf6a-4e9c-900d-dfd95dce8040
Emilia Ionescu,emiliaionescu,emiliaionescu@email.ro,7310617343523,1940-11-17,"Drumul Dinu Nr. 592 Bl. 54  Sc. 49 Ap. 598, Fieni, 518420",0752 721 741,47:03:49:87:85:3a,105.137.227.46,RO51YCTD5418872527738503,2025-04-15 08:49:19,701,690,614,1208824,fd6ba4f0-4b7c-48c8-8ab9-693d0a7503ac
Beatrice Cristea,beatricecristea,beatricecristea@kappa.ro,4781016069203,1930-09-22,"Drumul Nistor Nr. 164, Craiova, 495695",0723 698 213,fc:74:19:c8:52:2a,188.254.26.230,RO94UIZD7150372125174778,2025-04-15 08:49:19,19269,348,131,66485,037fc63d-0554-4535-a454-a165d631ab7f
Eugen Marin,eugenmarin,eugenmarin@kappa.ro,4830224375890,1957-09-25,"Strada Stanca Ardelean Nr. 641, Pecica, 917396",0711 181 739,38:00:8e:61:9b:54,132.104.100.213,RO72VKDG8314098636359504,2025-04-15 08:49:19,24182,250,64,1637437,f6622d6d-fbaf-4bdd-950b-531da9ac693c
Teodora Stan,teodorastan,teodorastan@kappa.ro,2750929205524,1987-07-19,"Bulevardul Nicolaie Niță, Peretu, 563572",0739 580 714,0e:43:bb:60:ae:54,81.206.174.182,RO71NMVZ1690989318348322,2025-04-15 08:49:19,25511,717,177,488979,bdfcf961-9b2d-4412-88e4-ffd30248fc45
Relu Stan,relustan,relustan@141.ro,7080724158271,1959-12-04,"Aleea Beniamin Ene Nr. 40 Bl. 35  Sc. 41 Ap. 461, Remetea, 333536",0758 969 200,de:a6:5a:9e:5c:57,223.223.96.131,RO31KZAI4248248293055254,2025-04-15 08:49:19,7689,589,123,152558,434c7960-ab5a-403f-b658-129c7a38d7ce
Iuliu Suciu,iuliusuciu,iuliusuciu@141.ro,8280607072404,2012-06-29,"Bulevardul Ioniță Nr. 690 Bl. 22  Sc. 34 Ap. 229, Boldesti-Scaeni, 816451",0744 154 740,8f:57:27:a8:ab:90,129.38.105.245,RO81ZMSC3118674437530848,2025-04-15 08:49:19,21236,233,705,1190878,8be4b13a-1637-4ccc-a62c-141763ee2b61
Costache Gheorghiu,costachegheorghiu,costachegheorghiu@kappa.ro,5810115101761,1980-06-12,"Bulevardul Horațiu Ene Nr. 893, Cisnadie, 415789",0733 491 431,36:c5:8d:4d:71:1d,180.127.33.5,RO55DPZA0245848120425629,2025-04-15 08:49:19,16088,695,100,1668876,1b8f08af-8b67-4c6d-9839-ea05a03906f1
Sidonia Tomescu,sidoniatomescu,sidoniatomescu@zzup.ro,1800824353587,2005-09-05,"Aleea Stănescu Nr. 481 Bl. 38  Sc. 98 Ap. 839, Vicovu de Sus, 347797",0747 681 190,11:3a:28:59:66:d3,44.110.82.157,RO45HZZV6957294475242343,2025-04-15 08:49:19,24126,834,781,1143044,4f51e8aa-e7ad-49c5-bda6-e46d4cc7d64d
Iulian Nistor,iuliannistor,iuliannistor@141.ro,1090611454931,1999-02-05,"Drumul Carla Manole Nr. 580, Beius, 606983",0723 840 893,d3:06:ff:6b:6d:27,187.181.220.121,RO32ZVNI8350907638943054,2025-04-15 08:49:19,31882,559,575,1295706,078ac789-1b98-4135-a074-32f5abcab53e
Corneliu Barbu,corneliubarbu,corneliubarbu@post.ro,5210519194428,1951-12-06,"Intrarea Pușcașu, Corund, 426685",0729 185 247,3c:2b:ac:5f:f7:97,121.182.225.129,RO07AOOF9825465600564225,2025-04-15 08:49:19,12757,722,160,777726,d5d777ac-618d-4468-bc56-c8e93684cb67
Estera Stan,esterastan,esterastan@kappa.ro,5241230316601,1911-10-12,"Drumul Ioniță Nr. 42, Schela Cladovei, 976771",0729 068 107,91:5c:cb:69:10:b4,155.36.231.58,RO81YOCS8086431844060036,2025-04-15 08:49:19,19309,309,538,1348608,ce3a8ef2-f359-47a3-9ab1-fed1f8cc5d23
Fabian Ardelean,fabianardelean,fabianardelean@email.ro,4500931520148,2010-08-28,"Aleea Gheorghe Stoica, Valu lui Traian, 598633",0735 466 283,9e:a4:d0:b8:e0:09,60.188.76.113,RO60ZJEP9352452107340627,2025-04-15 08:49:19,30626,466,495,1677928,e05cd7cb-c643-4184-a85d-183eb219270a
Floriana Ene,florianaene,florianaene@acasa.ro,5180626436917,1999-09-03,"Bulevardul Toma, Copsa Mica, 611414",0737 998 974,98:6c:0f:31:76:fc,186.114.15.117,RO18ZVLA6574678929523750,2025-04-15 08:49:19,26378,128,373,1791768,c3458bb0-a642-40aa-b771-132cc500950d
Jana Aanei,janaaanei,janaaanei@zzup.ro,2120725425842,1909-09-15,"Intrarea Popescu Nr. 74, Bistrita, 611670",0241 576 854,a1:b3:c6:99:1d:2e,58.2.33.205,RO64YFWG8859825620017651,2025-04-15 08:49:19,35103,610,65,724795,ea635605-0167-4b4d-ae20-cd71516c2240
Eric Ene,ericene,ericene@gmail.com,4290723251225,2021-12-07,"Drumul Dumitrescu, Segarcea, 194625",0766 556 615,cf:d0:5a:db:0d:12,184.4.31.11,RO26ZVYI2848751542588180,2025-04-15 08:49:19,1467,888,771,1556511,29d84b31-fd60-4eab-a18e-4c47d9641492
Emanoil Dumitrescu,emanoildumitrescu,emanoildumitrescu@141.ro,5940509103926,1961-02-08,"Strada Cristea Nr. 61 Bl. 99  Sc. 29 Ap. 204, Straja, 365297",0262 505 658,67:b8:cb:f9:c3:8b,112.147.73.245,RO39DPXK6640635756889546,2025-04-15 08:49:19,32497,398,605,975973,481e3c8b-5924-450e-bc5e-5e66f8e31696
Tatiana Mazilescu,tatianamazilescu,tatianamazilescu@zzup.ro,2480409050641,1965-08-05,"Aleea Grațian Nistor Nr. 278 Bl. 39  Sc. 61 Ap. 785, Moinesti, 619332",0250 228 371,d9:a4:65:2c:64:2c,35.6.23.205,RO73UKFH6357522344129810,2025-04-15 08:49:19,16162,664,29,1172201,7bbd14b8-7f65-4ddc-9268-db9b782a7d7e
Roberta Cristea,robertacristea,robertacristea@acasa.ro,8320111523945,1932-07-17,"Drumul Gheorghiu, Zimnicea, 751447",0266 945 217,be:30:57:9b:4e:48,142.215.253.250,RO10SNOE3268868991378470,2025-04-15 08:49:19,30854,268,123,590782,cc6c5bac-aa50-4dcb-a7b8-19408a2db141
Eustațiu Nemeș,eustațiunemeș,eustațiunemeș@gmail.com,3870531212909,1916-10-09,"Drumul Manole Dobre, Bacau, 346019",0728 248 477,26:5f:a9:87:ce:32,118.19.42.170,RO85TYFH8042757967567392,2025-04-15 08:49:19,5267,285,83,1079057,00dfe040-1d22-49a9-8eda-aab767b66fc7
Viorel Oprea,vioreloprea,vioreloprea@email.ro,4390829339795,1927-05-02,"Bulevardul Diaconescu, Rasnov, 279221",0244 961 656,2d:cd:58:10:75:c7,145.216.218.250,RO15DYSM0533462327859377,2025-04-15 08:49:19,2360,324,377,1997945,dc8a271c-9b09-471a-91dd-ac7228ad9ed9
Luminița Dumitrescu,luminițadumitrescu,luminițadumitrescu@zzup.ro,8670116414279,1914-05-17,"Strada Silvana Dima Nr. 65, Ianca, 758082",0766 546 886,b8:31:c9:c6:bb:7e,77.198.198.189,RO79LQUL5883655964905762,2025-04-15 08:49:19,11028,242,792,259653,0a147afa-c0f9-4447-ac06-12aa8d0e463b
Casandra Mocanu,casandramocanu,casandramocanu@zzup.ro,4241122426649,1982-10-21,"Intrarea Gheorghiu, Modelu, 299660",0254 580 225,51:7b:f4:5b:27:a5,40.103.184.65,RO38BCCM7988794957565949,2025-04-15 08:49:19,19376,357,7,1912549,4e849a4b-53f2-4722-a738-4fc5fb89d08b
Speranța Dinu,speranțadinu,speranțadinu@post.ro,4450622062077,1978-01-31,"Strada Popescu Nr. 45, Paunesti, 364293",0780 902 539,19:24:b4:06:f9:b5,111.211.194.111,RO14AODH4607118333243267,2025-04-15 08:49:19,3393,615,239,1284236,6ee3109f-51d7-4590-adf7-96bbf6578b0a
Ducu Tabacu,ducutabacu,ducutabacu@kappa.ro,5920104181782,1953-08-25,"Strada Teona Toma, Turda, 407942",0757 262 111,90:6a:81:24:f2:b3,191.155.45.188,RO23RJVH4254740513968054,2025-04-15 08:49:19,31419,348,173,748537,ce199046-4887-4979-a11b-45ae1fca25e5
Viorica Mocanu,vioricamocanu,vioricamocanu@post.ro,7780512248064,1978-03-26,"Aleea Dochioiu Nr. 37, Petrila, 149144",0242 752 523,09:c6:59:19:c3:e2,103.149.75.160,RO83DLCT1700943473588125,2025-04-15 08:49:19,12428,997,127,1633382,1d7a45ca-8cc7-4fb1-b4b1-1a5ca1711923
Adina Aanei,adinaaanei,adinaaanei@post.ro,1410205347942,1963-02-11,"Intrarea Ene, Bailesti, 450797",0752 699 747,ab:dd:a0:5a:8d:d7,48.176.150.15,RO34ORRX2204720415163259,2025-04-15 08:49:19,968,178,274,811529,ad4b8ca8-25cf-4b2f-b339-4bbb7aa479a5
Adelaida Toma,adelaidatoma,adelaidatoma@zzup.ro,2501112322978,1996-03-15,"Aleea Tomescu Nr. 785, Dej, 441177",0231 697 694,51:98:dd:3d:5e:c8,187.241.120.83,RO35NLIY0067493271538979,2025-04-15 08:49:19,439,941,570,803541,51351e8c-62a8-452d-9699-25b8ac1b98da
Cleopatra Florea,cleopatraflorea,cleopatraflorea@kappa.ro,7551228286611,1947-04-26,"Intrarea Barbu, Marghita, 957841",0765 406 746,9b:15:af:a0:a4:d6,8.212.235.106,RO94GTGI0667688528775245,2025-04-15 08:49:19,31700,657,391,612400,85db937b-0146-4dd5-a0d0-4d5963f771e8
Constantina Nemeș,constantinanemeș,constantinanemeș@gmail.com,5170402083090,1922-10-28,"Aleea Manole, Rodna, 892620",0761 293 053,00:79:13:7e:35:90,52.5.237.231,RO22CYAR8407448636626520,2025-04-15 08:49:19,27375,771,125,1595964,e4270d14-ad6c-4ad4-b48f-6f17a73ce99e
Maia Diaconu,maiadiaconu,maiadiaconu@kappa.ro,5100922010600,1925-08-01,"Intrarea Diaconu Nr. 316 Bl. 62  Sc. 47 Ap. 976, Calan, 314192",0261 237 390,fa:c8:d4:05:97:89,128.96.241.81,RO86AATR4691150287777387,2025-04-15 08:49:19,21205,394,419,1147591,49f0d205-1752-4509-b1b3-633d271e52c3
Teodor Stancu,teodorstancu,teodorstancu@zzup.ro,7940711203968,1971-04-29,"Aleea Stoica, Botosani, 533444",0232 713 388,da:39:54:77:5a:af,160.93.20.41,RO84ULWF0916685686565165,2025-04-15 08:49:19,32124,739,372,1814538,c9915a5b-1a0c-4b64-ad05-69530124860e
Alma Dinu,almadinu,almadinu@acasa.ro,5021202261792,2022-06-15,"Intrarea Manole Nr. 205, Macin, 165485",0743 305 281,7f:09:2c:65:55:c3,154.79.202.197,RO70GCKL2789842903775001,2025-04-15 08:49:19,3319,683,710,43303,31fea97c-a417-4c83-ae0d-8847215e8428
Amalia Barbu,amaliabarbu,amaliabarbu@acasa.ro,2690716372263,1948-03-30,"Drumul Albu Nr. 633 Bl. 86  Sc. 64 Ap. 761, Marasesti, 159368",0752 221 176,9c:f4:fe:c0:c3:7c,115.189.158.92,RO75WZWX0742285694278606,2025-04-15 08:49:19,35321,746,597,940269,c6e1fed8-6131-452f-a748-2a802a041039
Nadia Marin,nadiamarin,nadiamarin@gmail.com,1900501132141,2000-02-11,"Strada Stan Nr. 72 Bl. 93  Sc. 88 Ap. 381, Negresti-Oas, 617224",0766 283 713,c6:2a:88:5c:d6:15,28.242.181.121,RO05YATT4083420480560166,2025-04-15 08:49:19,11223,91,785,598612,4cc84dda-f25e-4fd8-ab36-e4533601128c
Eleonora Diaconu,eleonoradiaconu,eleonoradiaconu@kappa.ro,7561009242431,2006-05-24,"Soseaua Gina Georgescu, Rasnov, 644248",0765 021 483,f3:68:c3:9c:94:73,186.151.144.228,RO06KTQM6914907182387828,2025-04-15 08:49:19,32290,92,456,1600125,07576401-53d5-4d52-88dc-708298d06b4e
Anamaria Albu,anamariaalbu,anamariaalbu@zzup.ro,3210824132358,1977-03-08,"Soseaua Barbu, Rosiori de Vede, 175324",0251 166 308,a3:24:d2:6b:ea:c3,120.126.202.222,RO97HTMU7191559160423501,2025-04-15 08:49:19,34679,86,10,241264,a7418643-6603-4405-8564-fac622a8a7a6
Aida Tomescu,aidatomescu,aidatomescu@141.ro,4510709227151,1956-05-29,"Strada Minodora Ionescu, Valea Mare (Negresti), 302467",0725 465 027,18:43:ad:58:ab:a4,122.227.196.118,RO61WJGP6034526474419000,2025-04-15 08:49:19,13361,846,602,1701251,f262193b-f50c-4725-a012-d0fadc86e815
Petronela Toma,petronelatoma,petronelatoma@gmail.com,4440119432214,1926-07-18,"Aleea Bogdana Nistor Nr. 360, Carei, 251464",0244 111 622,5f:45:81:50:97:e1,77.120.184.224,RO69ZTDV7881943809928508,2025-04-15 08:49:19,9226,267,98,1309839,98ff3be8-cb88-4e37-8fa7-3ead493e0dad
Dana Diaconescu,danadiaconescu,danadiaconescu@zzup.ro,4841029295271,1950-05-08,"Aleea Barbu Nr. 46, Strejnicu, 122695",0250 986 705,9d:36:ab:9c:1a:9a,36.180.207.2,RO42KSBB5264523167055036,2025-04-15 08:49:19,28670,920,261,206485,2ebdeec3-d148-48eb-9fda-e13b8326e7f9
Lavinia Tabacu,laviniatabacu,laviniatabacu@141.ro,7480907429621,1925-05-31,"Strada Voinea, Moreni, 963299",0731 555 858,3d:82:b5:c4:a8:89,29.16.30.175,RO69MUQC1611893477597904,2025-04-15 08:49:19,19748,278,598,602792,ab03aa98-56c7-4cec-9df9-4448216a0408
Florica Stoica,floricastoica,floricastoica@email.ro,5490225521448,1922-11-19,"Drumul Cătălin Oprea Nr. 107, Fundeni, 666974",0788 510 711,b5:bd:aa:ac:a7:94,109.185.57.108,RO12AYTB7834252654698321,2025-04-15 08:49:19,32467,679,736,850750,ddb3b091-0309-4f90-995b-67b4c1c226b9
Livia Toma,liviatoma,liviatoma@acasa.ro,6841115402860,1920-10-13,"Soseaua Ina Nistor Nr. 35 Bl. 66  Sc. 82 Ap. 982, Lumina, 776348",0256 273 871,dc:ec:85:3d:8a:bf,189.200.172.105,RO48CTAN7680785238415535,2025-04-15 08:49:19,18365,148,518,481566,38f117fe-af12-4d2f-bc78-74e2769b7e34
Măriuca Mazilescu,măriucamazilescu,măriucamazilescu@zzup.ro,1750812245910,2006-08-01,"Aleea Emanoil Dumitrescu Nr. 566, Ploiesti, 509990",0754 935 269,ae:6a:21:fd:59:b0,2.163.8.0,RO10FIHS3839415081365990,2025-04-15 08:49:19,12216,423,144,1406773,3cc94933-2063-47f0-8cfc-a10806980d10
Dina Oprea,dinaoprea,dinaoprea@gmail.com,4990119080385,1944-07-31,"Bulevardul Voinea Nr. 32, Simeria, 370653",0786 831 993,3c:0c:e1:26:9d:17,159.13.218.22,RO11RRZB4361857250749068,2025-04-15 08:49:19,4899,900,199,771300,e8a12dc1-17a1-4cb6-84d3-f7e7ac0958df
Giorgian Cristea,giorgiancristea,giorgiancristea@post.ro,3751020043657,1954-08-24,"Aleea Silvian Stancu, Slobozia, 806970",0242 887 829,b8:64:e4:fa:d1:02,192.129.33.117,RO26PVSG5481077909090108,2025-04-15 08:49:19,18298,199,710,255860,7d372d75-81fc-40c8-bdac-827380c86c5c
Ruxandra Mocanu,ruxandramocanu,ruxandramocanu@kappa.ro,4990408376221,1942-06-20,"Strada Dinu Nr. 469 Bl. 13  Sc. 96 Ap. 281, Macin, 310428",0236 416 079,35:a7:14:2c:ea:c6,79.165.39.58,RO17AFIO1319429800069443,2025-04-15 08:49:19,29039,134,767,258938,04dfa4dc-5374-4fd3-849b-d4de3b6512c3
Francesca Nistor,francescanistor,francescanistor@141.ro,4210812438484,1921-08-22,"Soseaua Dumitrescu, Aiud, 590697",0231 706 815,d5:2f:07:19:dd:09,206.221.74.247,RO03IBSK0871391645630425,2025-04-15 08:49:19,8018,373,739,86306,e4486226-f4d1-405b-995f-242fa5e98b66
Șerban Nistor,șerbannistor,șerbannistor@gmail.com,6281223246647,1953-11-03,"Drumul Dariana Preda Nr. 364 Bl. 29  Sc. 58 Ap. 280, Calan, 390645",0738 582 115,85:86:00:2f:df:b4,165.165.10.38,RO19TOYT0889401105037045,2025-04-15 08:49:19,32480,619,70,1194042,c64e00e6-1ad5-46e0-9e2d-e7f4e270e5c1
Răzvan Nemeș,răzvannemeș,răzvannemeș@141.ro,5140410527527,1989-08-15,"Aleea Silvia Gheorghiu Nr. 22, Resita, 830213",0723 229 785,73:a8:fe:93:bb:41,30.201.4.83,RO33KLIK4017574971257269,2025-04-15 08:49:19,2749,567,406,1407140,863beb04-eb02-4972-90e4-caaebd85a48f
Valentin Voinea,valentinvoinea,valentinvoinea@acasa.ro,3991101169885,1978-05-28,"Strada Stoica, Piatra-Neamt, 265386",0740 040 029,b9:32:fc:a3:c1:98,99.235.25.79,RO47JXMX3404111227821034,2025-04-15 08:49:19,11559,947,131,299564,2afa73e6-ed02-46de-9fa0-6bfffb51cf42
Cleopatra Diaconescu,cleopatradiaconescu,cleopatradiaconescu@141.ro,1121002040342,1985-09-03,"Aleea Marga Stan Nr. 48, Pitesti, 410014",0721 780 702,4f:94:0a:7a:53:5a,203.120.87.31,RO06FBVK5503659226604674,2025-04-15 08:49:19,17643,551,243,328800,90a1120c-0e7c-41e4-8835-542570d6d395
Coralia Nistor,coralianistor,coralianistor@zzup.ro,6600712060536,1958-11-05,"Bulevardul Manole Nr. 19, Bailesti, 669362",0238 876 218,fe:16:f7:a5:f0:2c,70.7.193.174,RO08YHCL0336978652386135,2025-04-15 08:49:19,9025,498,139,1789997,8163046b-c467-425d-a29d-1731a0216c2e
Dalia Mazilescu,daliamazilescu,daliamazilescu@zzup.ro,6190920042403,1979-02-06,"Bulevardul Tomescu, Buhusi, 478115",0767 581 850,b9:60:47:94:44:70,68.111.41.221,RO50PNAK5011575231985899,2025-04-15 08:49:19,10847,301,561,1388651,6cd6a566-4f36-406f-89ef-d2f1828ef521
Zaraza Tudor,zarazatudor,zarazatudor@zzup.ro,5860114207685,2003-12-07,"Drumul Voinea, Ianca, 806627",0727 855 165,0a:d7:1d:b8:2b:aa,46.202.196.70,RO23SROH7211696776804622,2025-04-15 08:49:19,7384,187,46,395646,c6fabca1-267b-4eea-b93d-dd904563423f
Natalia Florea,nataliaflorea,nataliaflorea@email.ro,6180901386212,2002-11-23,"Drumul Diaconescu, Baia Mare, 321902",0264 561 569,79:6b:19:7b:ec:0a,189.149.135.189,RO38NXIO3042685633594486,2025-04-15 08:49:19,22760,924,7,1426274,6ab2c28c-c75a-47c3-880e-2f31a27f1f77
Tudor Tudor,tudortudor,tudortudor@email.ro,2601024363657,1953-10-07,"Drumul Suciu, Covasna, 139397",021 110 9045,75:d1:5b:83:89:10,81.73.22.94,RO04JGMN3910442660477731,2025-04-15 08:49:19,30421,604,592,1233948,d9443602-ac5c-42b1-b26f-2b111130bd00
Ozana Georgescu,ozanageorgescu,ozanageorgescu@post.ro,2261109200020,1937-09-29,"Strada Manole, Petrila, 820807",0711 984 736,f1:68:e3:1c:3a:f5,75.123.158.47,RO74VCFV1320426455218058,2025-04-15 08:49:19,28885,505,691,1895182,a33a3816-02dd-4e21-9275-42d5c95c090d
Geta Pop,getapop,getapop@post.ro,3221208368189,1950-03-21,"Drumul Saveta Voinea, Calafat, 144549",0746 977 117,29:66:63:ea:67:1f,68.34.61.226,RO78ZMGK8738003573513668,2025-04-15 08:49:19,30311,400,62,1774372,fb035e37-404d-47b0-874b-48aba0f5bee3
Voicu Ene,voicuene,voicuene@gmail.com,4910110065128,1970-06-15,"Strada Albu, Maieru, 391682",0748 867 985,6c:58:b7:2f:fb:87,149.237.178.46,RO48UNVP7172804731742648,2025-04-15 08:49:19,27683,535,344,126948,55111807-0009-45d7-9940-275bc8df2cf5
Matilda Dima,matildadima,matildadima@email.ro,6760524466931,2010-12-10,"Drumul Ene Nr. 56 Bl. 83  Sc. 86 Ap. 894, Curtici, 511444",0237 417 797,31:b7:54:6c:0b:6f,221.159.1.68,RO47TTCK0059554608516533,2025-04-15 08:49:19,7445,433,33,150749,08d16d32-9f01-4911-9c8c-d45b833cf36b
Alice Ioniță,aliceioniță,aliceioniță@post.ro,5831001221346,1932-11-10,"Bulevardul Diaconescu Nr. 65 Bl. 32  Sc. 65 Ap. 672, Darmanesti, 431314",0252 246 080,3f:89:b5:24:1e:00,198.196.88.9,RO26OPIY1908549680582916,2025-04-15 08:49:19,30682,516,602,461731,3b2eec46-cc08-41a2-8165-66c325f084b5
Tinca Ene,tincaene,tincaene@kappa.ro,7980112459281,1923-09-25,"Aleea Nistor Nr. 94, Slobozia, 661075",0723 000 798,25:cd:63:ac:56:72,40.187.76.214,RO35FOJN1828524035734532,2025-04-15 08:49:19,13682,877,44,1611853,46afa9d3-2e3d-4bd6-86c1-906b021b2b35
Cezar Suciu,cezarsuciu,cezarsuciu@gmail.com,7461131307585,1941-12-12,"Soseaua Stănescu Nr. 488 Bl. 74  Sc. 74 Ap. 105, Tulcea, 312722",0241 440 755,5b:a2:15:10:49:86,28.0.161.49,RO96VLQF2697472303302416,2025-04-15 08:49:19,24951,468,103,1125481,463d39bb-4405-41e9-971d-271b251d5720
Silvian Ene,silvianene,silvianene@email.ro,5350526268045,1982-05-26,"Soseaua Alin Ene Nr. 585, Rasnov Romacril, 889641",0267 378 632,f8:79:9a:2f:a6:a7,115.188.164.155,RO16FHFG0640255853932015,2025-04-15 08:49:19,23505,872,113,1131311,5281aea1-adaa-4f4d-b4a5-2046fd758c23
Nicolae Aanei,nicolaeaanei,nicolaeaanei@141.ro,7700701341238,1924-01-21,"Intrarea Cristea Nr. 59 Bl. 20  Sc. 40 Ap. 431, Deva, 860702",0743 481 245,a1:c8:1d:a7:e5:55,135.95.198.211,RO19TZZO5353010890717162,2025-04-15 08:49:19,21613,272,375,600247,14faa6ac-b350-467c-ba66-6e35df9d800e
Claudiu Nistor,claudiunistor,claudiunistor@kappa.ro,7371028055308,1925-01-16,"Bulevardul Eufrosina Ababei Nr. 19, Dragasani, 173975",0711 559 851,13:29:59:18:5d:7c,83.99.186.7,RO84BUBY8513595621694069,2025-04-15 08:49:19,25194,92,665,1215787,7f758120-4c9f-4229-ac02-006131231253
Roza Ababei,rozaababei,rozaababei@141.ro,2140407437499,1968-10-09,"Bulevardul Ene Nr. 54, Plosca, 102650",0257 685 214,3f:8d:cb:65:11:0f,185.148.136.23,RO47LKAB3600905504847117,2025-04-15 08:49:19,13774,741,117,453074,dbd28572-1633-4a6a-99f4-ab10a9c506c9
Dida Dumitrescu,didadumitrescu,didadumitrescu@zzup.ro,5591118037001,1963-09-19,"Bulevardul Tudor Nr. 75, Magurele, 355701",0252 225 659,fa:4c:3b:23:6e:f4,124.222.115.121,RO61CGRP9888983462539268,2025-04-15 08:49:19,31562,352,264,917161,7433dea0-6f0e-4ac1-b879-6a1caf32db0e
Rica Marin,ricamarin,ricamarin@141.ro,4650524296766,2022-12-17,"Bulevardul Nistor, Deva, 920056",0233 793 753,a8:a2:fa:bd:de:6b,201.230.106.63,RO81ABPD2773661749164322,2025-04-15 08:49:19,22536,674,734,25244,1ca2f0ee-5eb9-4e1c-b21b-c4da7c636262
Veta Stoica,vetastoica,vetastoica@zzup.ro,3220315071171,1971-07-21,"Intrarea Marin Nr. 79, Blaj, 801220",0759 090 612,13:70:ed:97:57:7f,67.16.1.66,RO66XWIG0114842753723296,2025-04-15 08:49:19,7952,428,39,1192595,434592bc-0c92-476c-aed6-fde83a57d638
Horia Nistor,horianistor,horianistor@141.ro,4280217294667,1924-02-25,"Intrarea Tabacu Nr. 17, Agnita, 133191",0754 514 794,1f:37:c2:b8:2f:01,168.192.221.38,RO44XIFC6800548156899328,2025-04-15 08:49:19,25749,175,756,659395,225e1041-e1d0-43ff-b9c0-281f919b34ec
Romanița Niță,romanițaniță,romanițaniță@kappa.ro,5900122515129,2004-12-17,"Strada Safta Ionescu Nr. 67 Bl. 83  Sc. 21 Ap. 762, Sfantu Gheorghe, 440546",0236 602 725,9b:3a:58:4e:53:09,137.65.166.196,RO04IBTE5693627530650257,2025-04-15 08:49:19,2633,187,80,1636412,bec931b0-31af-4a05-8667-7709e01ae0a6
Panagachie Stancu,panagachiestancu,panagachiestancu@zzup.ro,6150422030036,1927-06-17,"Intrarea Tabacu, Dancu, 547128",0730 591 194,ff:b3:0f:47:b5:07,193.29.102.24,RO48GMAU5981053823751279,2025-04-15 08:49:19,27704,290,262,1790228,b587189e-4c74-4f24-a0f1-f9af5f1df30b
Cedrin Voinea,cedrinvoinea,cedrinvoinea@kappa.ro,8580323260523,1924-06-17,"Bulevardul Florentina Ababei Nr. 872 Bl. 77  Sc. 81 Ap. 895, Sighetu Marmatiei, 440148",0267 589 216,a7:27:19:e1:e2:0a,23.74.4.204,RO63RSNX3941208960759437,2025-04-15 08:49:19,35981,363,763,1986133,a4c3cf1b-e412-439d-bb37-b5ae55992715
Monica Popa,monicapopa,monicapopa@kappa.ro,5960106393887,1963-09-16,"Strada Mazilescu Nr. 547, Zalau, 936671",0763 191 913,87:99:0d:bb:4b:b0,211.118.99.85,RO12FASS2572527259000188,2025-04-15 08:49:19,26497,702,691,1200707,f3d7647d-1cd9-4050-bd0f-892e6fde1983
Teodor Dochioiu,teodordochioiu,teodordochioiu@email.ro,5140501323337,1998-01-23,"Soseaua Dinu, Fagaras, 474349",0748 939 324,b9:b9:a0:1a:89:fb,12.175.228.12,RO17LGWE9295831415405924,2025-04-15 08:49:19,1261,761,489,1590773,996b8ff2-4c09-47cf-8c91-415c4504de0d
Silvian Ardelean,silvianardelean,silvianardelean@gmail.com,6450528380705,1926-02-07,"Drumul Dochioiu Nr. 372, Victoria, 948870",0766 011 521,f7:d4:11:e1:4b:45,134.83.139.85,RO49WJXE0866740386563342,2025-04-15 08:49:19,29523,940,627,84669,c71302fc-8769-4245-ba29-bab217cac174
Luiza Ardelean,luizaardelean,luizaardelean@zzup.ro,8380828405965,1915-04-06,"Bulevardul Angel Diaconescu Nr. 24, Pancota, 488837",0258 473 673,8d:ec:8c:c8:fa:78,191.173.208.153,RO49NDXI1591479658640102,2025-04-15 08:49:19,9090,417,292,1024076,dce852c4-7a4f-4fc6-9f58-e3093380fd9c
Ieremia Stancu,ieremiastancu,ieremiastancu@kappa.ro,5741023190816,1996-08-02,"Aleea Cristian Tabacu Nr. 793, Vlahita, 762199",0720 866 059,ac:a9:9f:13:44:a1,30.197.248.149,RO31MLLS6736821651881555,2025-04-15 08:49:19,754,781,533,102999,41d50d7f-e0d9-4adb-bf08-c632d9bf49eb
Alin Albu,alinalbu,alinalbu@acasa.ro,1771202271034,1913-10-10,"Drumul Norica Popa Nr. 483 Bl. 36  Sc. 75 Ap. 895, Turda, 295346",0264 453 501,c0:6d:1b:59:0b:be,61.240.94.176,RO10SRGJ5516063651533299,2025-04-15 08:49:19,20142,112,633,1830985,71c77be3-99f6-41e7-bb34-e157e86e2ea4
